round_id,variant,kappa,selected_count,top4_mean_actual,overlap_with_kappa035,selected_formulations,scope
ROUND_004,current_mixed,0.35,4,41.026875,4,v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_eb8bb8b8618f;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,current_mixed,0.0,4,41.026875,4,v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_eb8bb8b8618f;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,current_mixed,1.0,4,27.97875,3,v2_8d9d8b0a7098;v2_0e9e2b605ce7;v2_4da335e6bc9d;v2_1e09bd3298a1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,current_mixed,2.0,4,19.57875,0,v2_e5b28bf5a066;v2_98a8e114024b;v2_1e09bd3298a1;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,legacy_correction,0.35,4,38.6725,4,v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_eb8bb8b8618f;v2_1e09bd3298a1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,legacy_correction,0.0,4,38.6725,4,v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_eb8bb8b8618f;v2_1e09bd3298a1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,legacy_correction,1.0,4,38.6725,4,v2_eb8bb8b8618f;v2_8d9d8b0a7098;v2_0e9e2b605ce7;v2_1e09bd3298a1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,legacy_correction,2.0,4,28.570625,3,v2_eb8bb8b8618f;v2_1e09bd3298a1;v2_4da335e6bc9d;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_amplitude_learned,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_amplitude_learned,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_amplitude_learned,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_amplitude_learned,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_ard_learned,0.35,4,37.489374999999995,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_ced63818bdd1;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_ard_learned,0.0,4,37.489374999999995,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_ced63818bdd1;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_ard_learned,1.0,4,37.489374999999995,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_ced63818bdd1;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_ard_learned,2.0,4,37.489374999999995,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_ced63818bdd1;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_baseline,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_baseline,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_baseline,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_baseline,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds,0.35,4,45.59125,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_8d9d8b0a7098;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds,0.0,4,45.59125,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_8d9d8b0a7098;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds,1.0,4,35.489375,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds,2.0,4,23.171875,2,v2_6005e837cd4b;v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned,0.35,4,35.489375,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned,0.0,4,45.59125,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_8d9d8b0a7098;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned,1.0,4,23.171875,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned,2.0,4,23.171875,3,v2_6005e837cd4b;v2_4da335e6bc9d;v2_eb8bb8b8618f;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned_restarts,0.35,4,35.489375,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned_restarts,0.0,4,45.59125,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_8d9d8b0a7098;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned_restarts,1.0,4,23.171875,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned_restarts,2.0,4,23.171875,3,v2_6005e837cd4b;v2_4da335e6bc9d;v2_eb8bb8b8618f;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned_wide,0.35,4,35.489375,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned_wide,0.0,4,45.59125,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_8d9d8b0a7098;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned_wide,1.0,4,23.171875,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_bounds_learned_wide,2.0,4,23.171875,3,v2_6005e837cd4b;v2_4da335e6bc9d;v2_eb8bb8b8618f;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_learned,0.35,4,45.59125,4,v2_eb8bb8b8618f;v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_6005e837cd4b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_learned,0.0,4,45.59125,4,v2_eb8bb8b8618f;v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_6005e837cd4b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_learned,1.0,4,45.591249999999995,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_0e9e2b605ce7;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_learned,2.0,4,41.896874999999994,3,v2_6005e837cd4b;v2_eb8bb8b8618f;v2_0e9e2b605ce7;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_long,0.35,4,45.59125,4,v2_eb8bb8b8618f;v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_6005e837cd4b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_long,0.0,4,45.59125,4,v2_eb8bb8b8618f;v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_6005e837cd4b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_long,1.0,4,45.591249999999995,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_0e9e2b605ce7;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_long,2.0,4,45.591249999999995,4,v2_6005e837cd4b;v2_eb8bb8b8618f;v2_0e9e2b605ce7;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_short,0.35,4,31.795,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_short,0.0,4,31.795,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_short,1.0,4,31.795,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_length_short,2.0,4,31.795,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_logit,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_logit,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_logit,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_logit,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_matern15,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_matern15,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_0e9e2b605ce7;v2_6005e837cd4b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_matern15,1.0,4,35.4675,4,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_matern15,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_mean_median,0.35,4,41.026875000000004,4,v2_eb8bb8b8618f;v2_0e9e2b605ce7;v2_4da335e6bc9d;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_mean_median,0.0,4,41.026875000000004,4,v2_eb8bb8b8618f;v2_0e9e2b605ce7;v2_4da335e6bc9d;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_mean_median,1.0,4,41.026875000000004,4,v2_eb8bb8b8618f;v2_0e9e2b605ce7;v2_4da335e6bc9d;v2_8d9d8b0a7098,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_mean_median,2.0,4,35.4675,3,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_0e9e2b605ce7;v2_6005e837cd4b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_mixed_sources,0.35,4,41.026875,4,v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_eb8bb8b8618f;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_mixed_sources,0.0,4,41.026875,4,v2_0e9e2b605ce7;v2_8d9d8b0a7098;v2_eb8bb8b8618f;v2_4da335e6bc9d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_mixed_sources,1.0,4,27.97875,3,v2_8d9d8b0a7098;v2_0e9e2b605ce7;v2_4da335e6bc9d;v2_1e09bd3298a1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_mixed_sources,2.0,4,19.57875,0,v2_e5b28bf5a066;v2_98a8e114024b;v2_1e09bd3298a1;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_10pp,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_0e9e2b605ce7;v2_6005e837cd4b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_10pp,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_0e9e2b605ce7;v2_6005e837cd4b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_10pp,1.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_10pp,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_1pp,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_1pp,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_1pp,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_1pp,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_3pp,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_3pp,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_3pp,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_3pp,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_5pp,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_5pp,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_5pp,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_5pp,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_learned,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_learned,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_learned,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_noise_learned,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_rbf,0.35,4,31.795,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_rbf,0.0,4,31.795,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_rbf,1.0,4,31.795,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_rbf,2.0,4,18.9075,3,v2_6005e837cd4b;v2_1d06992cb257;v2_4da335e6bc9d;v2_98a8e114024b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_recent3,0.35,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_recent3,0.0,4,35.4675,4,v2_eb8bb8b8618f;v2_4da335e6bc9d;v2_6005e837cd4b;v2_0e9e2b605ce7,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_recent3,1.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_004,sens_recent3,2.0,4,31.795,3,v2_eb8bb8b8618f;v2_6005e837cd4b;v2_4da335e6bc9d;v2_1d06992cb257,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_bounds_learned,0.35,4,35.182500000000005,4,v2_f3bcb989040c;v2_711df1b41503;v2_88865d95334d;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_bounds_learned,0.0,4,40.555625000000006,3,v2_f3bcb989040c;v2_711df1b41503;v2_88865d95334d;v2_1be28fc1c3ad,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_bounds_learned,1.0,4,35.182500000000005,4,v2_f3bcb989040c;v2_711df1b41503;v2_88865d95334d;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_bounds_learned,2.0,4,35.182500000000005,4,v2_f3bcb989040c;v2_711df1b41503;v2_88865d95334d;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_existing,0.35,4,48.176875,4,v2_f3bcb989040c;v2_1be28fc1c3ad;v2_711df1b41503;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_existing,0.0,4,48.176875,4,v2_f3bcb989040c;v2_1be28fc1c3ad;v2_711df1b41503;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_existing,1.0,4,41.221875000000004,3,v2_f3bcb989040c;v2_711df1b41503;v2_011eef292ff1;v2_5526047f869b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_existing,2.0,4,38.098125,2,v2_f3bcb989040c;v2_711df1b41503;v2_5526047f869b;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_existing_adaptive,0.35,4,48.176875,4,v2_f3bcb989040c;v2_1be28fc1c3ad;v2_711df1b41503;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_existing_adaptive,0.0,4,48.176875,4,v2_f3bcb989040c;v2_1be28fc1c3ad;v2_711df1b41503;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_existing_adaptive,1.0,4,48.176875,4,v2_f3bcb989040c;v2_711df1b41503;v2_1be28fc1c3ad;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_existing_adaptive,2.0,4,38.098125,2,v2_f3bcb989040c;v2_711df1b41503;v2_5526047f869b;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_mean,0.35,4,29.115,4,v2_011eef292ff1;v2_117f554a123f;v2_1be28fc1c3ad;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_mean,0.0,4,29.115,4,v2_011eef292ff1;v2_117f554a123f;v2_1be28fc1c3ad;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_mean,1.0,4,29.115,4,v2_011eef292ff1;v2_117f554a123f;v2_1be28fc1c3ad;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_mean,2.0,4,29.115,4,v2_011eef292ff1;v2_117f554a123f;v2_1be28fc1c3ad;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_median,0.35,4,29.115,4,v2_011eef292ff1;v2_117f554a123f;v2_1be28fc1c3ad;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_median,0.0,4,29.115,4,v2_011eef292ff1;v2_117f554a123f;v2_1be28fc1c3ad;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_median,1.0,4,29.115,4,v2_011eef292ff1;v2_117f554a123f;v2_1be28fc1c3ad;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,campaign_median,2.0,4,29.115,4,v2_011eef292ff1;v2_117f554a123f;v2_1be28fc1c3ad;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,current_mixed,0.35,4,37.819375,4,v2_f3bcb989040c;v2_711df1b41503;v2_011eef292ff1;v2_117f554a123f,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,current_mixed,0.0,4,48.176875,3,v2_f3bcb989040c;v2_711df1b41503;v2_1be28fc1c3ad;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,current_mixed,1.0,4,25.195,2,v2_011eef292ff1;v2_117f554a123f;v2_5526047f869b;v2_79ec2bf8acae,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,current_mixed,2.0,4,25.195,2,v2_011eef292ff1;v2_117f554a123f;v2_5526047f869b;v2_79ec2bf8acae,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,legacy_correction,0.35,4,37.0125,4,v2_f3bcb989040c;v2_011eef292ff1;v2_5526047f869b;v2_79ec2bf8acae,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,legacy_correction,0.0,4,37.0125,4,v2_f3bcb989040c;v2_011eef292ff1;v2_5526047f869b;v2_79ec2bf8acae,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,legacy_correction,1.0,4,37.0125,4,v2_011eef292ff1;v2_f3bcb989040c;v2_5526047f869b;v2_79ec2bf8acae,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,legacy_correction,2.0,4,22.558125,3,v2_011eef292ff1;v2_5526047f869b;v2_79ec2bf8acae;v2_88865d95334d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,sens_amplitude_learned,0.35,4,48.176875,4,v2_f3bcb989040c;v2_1be28fc1c3ad;v2_711df1b41503;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,sens_amplitude_learned,0.0,4,48.176875,4,v2_f3bcb989040c;v2_1be28fc1c3ad;v2_711df1b41503;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,sens_amplitude_learned,1.0,4,41.221875000000004,3,v2_f3bcb989040c;v2_711df1b41503;v2_011eef292ff1;v2_5526047f869b,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,sens_amplitude_learned,2.0,4,41.221875000000004,3,v2_f3bcb989040c;v2_711df1b41503;v2_5526047f869b;v2_011eef292ff1,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,sens_ard_learned,0.35,4,45.053125,4,v2_f3bcb989040c;v2_711df1b41503;v2_1be28fc1c3ad;v2_40e9f706b46d,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,sens_ard_learned,0.0,4,42.5375,3,v2_f3bcb989040c;v2_1be28fc1c3ad;v2_711df1b41503;v2_d9aaefea702e,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,sens_ard_learned,1.0,4,25.511875,2,v2_f3bcb989040c;v2_40e9f706b46d;v2_88865d95334d;v2_f1b5aed4af5a,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
ROUND_005,sens_ard_learned,2.0,4,25.511875,2,v2_f3bcb989040c;v2_40e9f706b46d;v2_88865d95334d;v2_f1b5aed4af5a,rerank_measured_frozen_slate_without_production_constraints_or_new_candidates
