audit_batch_id,formulation_id,candidate_id,selection_rank,recommendation_type,selection_explanation,mechanical_test_recommended,mechanical_selection_rank,mechanical_selection_mode,batch_id,replicate_id,viability_percent,intact_patch_formation_pass,no_slurry,no_collapse,intact_tip_count,total_tip_count,instron_file,needles_compressed,critical_axial_load_N_per_needle,critical_axial_load_N_total,initial_stiffness_N_per_mm_per_needle,preparation_feasibility_pass,homogeneous_solution_pass,fillability_pass,preparation_failure_reason,notes,dmso_M,ectoin_M,ethylene_glycol_M,glycerol_M,propylene_glycol_M,trehalose_M,sucrose_M,raffinose_M,taurine_M,myo_inositol_M,methoxyphenyl_beta_d_glucopyranoside_M,betaine_M,proline_M,glucose_M,creatine_M,acetamide_M,sericin_pct,methylcellulose_pct,dextran_pct,pvp_pct,hyaluronic_acid_pct,fbs_pct,hsa_pct,human_serum_pct,active_ingredient_count,candidate_origin,rescue_scale_factor,rescue_anchor_formulation_id,rescue_anchor_viability_percent,active_polymer_count,total_polymer_pct,total_serum_protein_pct,total_polymer_serum_pct,total_sugar_M,total_nonpermeating_solute_M,estimated_small_solute_g_L,feasibility_pass,feasibility_reasons,nearest_support_distance,support_status,source,source_row_id,formulation_label,source_type,predicted_viability_percent,viability_std,predicted_critical_axial_load_N_per_needle,critical_axial_load_std,intact_patch_pass_probability,same_formulation_range,local_neighbor_residual,retest_priority_score,viability_ucb,critical_axial_load_ucb,predicted_initial_stiffness_N_per_mm_per_needle,initial_stiffness_std,preparation_feasibility_probability,active_ingredient_excess_above_8,single_molar_excess_features,single_molar_excess_total_M,intact_failure_probability,acquisition_penalty,screening_acquisition_penalty,screening_phase_score,mechanics_phase_score,selection_role,empirical_combination_pass_probability,empirical_combination_weighted_passes,empirical_combination_weighted_failures,nearest_matching_intact_pass_distance,nearest_matching_intact_failure_distance,intact_combination_screening_penalty,intact_combination_policy_version,cold_start_ingredients,cold_start_ingredient_count,cold_start_prior_evidence_counts,cold_start_ordinary_exempt,cold_start_graduation_eligible,cold_start_graduation_priority,cold_start_graduation_reason,observed_viability_percent,observed_intact_patch_pass,audit_policy_applied_counterfactually,ordinary_row_for_cold_cap,total_viscosity_active_macromolecule_pct,total_permeating_cpa_M,crystalline_solute_saturation_burden,feasibility_policy_version,mechanical_backup_status,mechanical_feasibility_weight
ROUND_005,v2_d9aaefea702e,rescue_000001,2,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0,0.0,0.2641206335188518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6775579279368773,0.0,0.0,0.0,0.0,2,rescue_dilution,0.25,v2_0e9e2b605ce7,50.515,1,1.6775579279368773,0.0,1.6775579279368773,0.0,0.0,16.393967722515132,True,,0.1109471284546798,in_support,,,,,40.16970249195592,12.393000906289316,0.0,0.0,0.8252700898559796,,,,44.50725280915718,0.0,0.0,0.0,0.75,0,,0.0,0.1747299101440204,0.1397839281152163,0.0,0.5376655386755017,,round_candidate,0.43513373030727626,0.0,0.2981440654895562,,0.28615860511979413,0.0259465078770895,round6_empirical_combination_intact_v1,,0,,True,False,,ineligible:special_origin_exemption,9.2925,1.0,True,False,1.6775579279368773,0.2641206335188518,0.0,round5_solubility_viscosity_v2,,
ROUND_005,v2_f3bcb989040c,cand_000731,3,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0,0.172557793444836,0.8303107120608882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.210064754633155,0.0,0.0,3,local_perturbation,,,,0,0.0,5.210064754633155,5.210064754633155,0.0,0.172557793444836,76.06820181373722,True,,0.1894919596502608,in_support,,,,,68.46280394716243,7.843378514314983,0.0,0.0,0.6916863760984658,,,,71.20798642717267,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.3303107120608882,0.3083136239015341,0.312713041533405,0.0660621424121776,0.795645535504239,,round_candidate,0.5611784868379002,0.3612625669132472,0.06445865875885537,0.22355810158036346,0.3274394694344006,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,59.182500000000005,1.0,True,True,5.210064754633155,0.8303107120608882,0.043139448361209,round5_solubility_viscosity_v2,,
ROUND_005,v2_88865d95334d,cand_000302,4,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7450063998291049,0.0,0.0,0.0,10.0,0.0,0.0,2,local_perturbation,,,,1,0.7450063998291049,10.0,10.745006399829103,0.0,0.0,0.0,True,,0.1274968000854475,in_support,,,,,56.99243953767547,24.26243253904828,0.0,0.0,0.9993686355286256,,,,65.48429092634237,0.0,0.0,0.0,0.75,0,,0.0,0.0006313644713743,0.0005050915770994,0.0,0.7922444728604613,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,methylcellulose_pct,1,methylcellulose_pct=0,False,True,5,eligible:methylcellulose_pct;prior_distinct_formulations=0;graduation_threshold=3,1.365,0.0,True,True,10.745006399829103,0.0,0.0,round5_solubility_viscosity_v2,,
ROUND_005,v2_f1b5aed4af5a,cand_000137,5,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0960577194519765,0.112962607700229,0.2408447042230846,0.0,0.0,0.0,0.0,0.0,0.0007369667758306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.1136995744760597,38.60521611456955,True,,0.0600865775420851,in_support,,,,,55.5562245742118,24.210561114517585,0.0,0.0,0.9788609341292788,,,,64.02992096429296,0.0,0.0,0.0,0.75,0,,0.0,0.0211390658707212,0.0169112526965769,0.0,0.774594128098689,,round_candidate,0.6552775440904782,0.9008844154396107,0.0,0.034690454596136254,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,22.145,1.0,True,True,0.0,0.336902423675061,0.0292125317808256,round5_solubility_viscosity_v2,,
ROUND_005,v2_711df1b41503,cand_000566,6,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0,0.0,0.6991207609715329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2,local_perturbation,,,,0,0.0,10.0,10.0,0.0,0.0,43.39442563350305,True,,0.2790483402247003,in_support,,,,,63.20929464398577,13.527834211553865,0.0,0.0,0.2725372031490597,,,,67.94403661802963,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.1991207609715328,0.7274627968509403,0.6217943896750588,0.0398241521943065,0.7822719819472954,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,48.3325,0.0,True,True,10.0,0.6991207609715329,0.0,round5_solubility_viscosity_v2,,
ROUND_005,v2_40e9f706b46d,cand_000268,7,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564748106759047,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,1,0.8564748106759047,0.0,0.8564748106759047,0.0,0.0,7.813,True,,0.4757419220155097,in_support,,,,,55.97962349248062,23.796093807439593,0.0,0.0,0.999992787977276,,,,64.30825632508447,0.0,0.0,0.0,0.75,0,,0.0,7.212022724023548e-06,5.769618179218838e-06,0.0,0.777972027261595,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,methylcellulose_pct,1,methylcellulose_pct=0,False,True,5,eligible:methylcellulose_pct;prior_distinct_formulations=0;graduation_threshold=3,19.355,1.0,True,True,0.8564748106759047,0.1,0.0,round5_solubility_viscosity_v2,,
ROUND_005,v2_011eef292ff1,cand_000806,8,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4603035830613614,0.0,0.0,0.0,0.0,0.0,4.4642804926719775,0.0,0.0,2,sparse_exploration,,,,0,0.0,4.4642804926719775,4.4642804926719775,0.0,0.4603035830613614,27.19013265143462,True,,0.9878879012494876,in_support,,,,,57.30696101641415,24.28745112122454,0.0,0.0,0.7480994020566852,,,,65.80756890884274,0.0,0.0,0.0,0.75,0,,0.0,0.2519005979433147,0.2015204783546518,0.0,0.7961677991075059,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,acetamide_M,1,acetamide_M=0,False,True,4,eligible:acetamide_M;prior_distinct_formulations=0;graduation_threshold=3,31.849999999999998,1.0,True,True,4.4642804926719775,0.0,0.0385675394270097,round5_solubility_viscosity_v2,,
ROUND_005,v2_5526047f869b,cand_000807,9,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.4248804496868708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430938695406776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,sparse_exploration,,,,0,0.0,0.0,0.0,0.0,0.3430938695406776,59.39379548543175,True,,0.7069210399399362,in_support,,,,,57.30696101641415,24.28745112122454,0.0,0.0,0.1793735864056067,,,,65.80756890884274,0.0,0.0,0.0,0.75,0,,0.0,0.8206264135943933,0.6565011308755146,0.0,0.7961677991075059,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,acetamide_M,1,acetamide_M=0,False,True,4,eligible:acetamide_M;prior_distinct_formulations=0;graduation_threshold=3,25.5225,1.0,True,True,0.0,0.4248804496868708,0.0287468679967052,round5_solubility_viscosity_v2,,
ROUND_005,v2_c52464fe22c3,cand_000810,10,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3665641806955139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,sparse_exploration,,,,0,0.0,0.0,0.0,0.0,0.3665641806955139,21.65294615368401,True,,0.7331283613910279,in_support,,,,,57.30696101641415,24.28745112122454,0.0,0.0,0.9084921250003248,,,,65.80756890884274,0.0,0.0,0.0,0.75,0,,0.0,0.0915078749996752,0.0732062999997402,0.0,0.7961677991075059,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,acetamide_M,1,acetamide_M=0,False,True,4,eligible:acetamide_M;prior_distinct_formulations=0;graduation_threshold=3,6.93,1.0,True,True,0.0,0.0,0.0307133791952671,round5_solubility_viscosity_v2,,
ROUND_005,v2_79ec2bf8acae,cand_001520,11,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0635879435943965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465812044340673,0.0,0.0,0.0,0.0,0.0,5.745951797097222,0.0,0.0,3,boundary_probe,,,,0,0.0,5.745951797097222,5.745951797097222,0.0,0.465812044340673,32.48364349223376,True,,1.1471357289649018,in_support,,,,,57.30696101641415,24.28745112122454,0.0,0.0,0.7553618106279731,,,,65.80756890884274,0.0,0.0,0.0,0.75,0,,0.0,0.2446381893720268,0.1957105514976215,0.0,0.7961677991075059,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,acetamide_M,1,acetamide_M=0,False,True,4,eligible:acetamide_M;prior_distinct_formulations=0;graduation_threshold=3,31.495,1.0,True,True,5.745951797097222,0.0635879435943965,0.0390290778668347,round5_solubility_viscosity_v2,,
ROUND_005,v2_117f554a123f,cand_001526,12,screening_candidate,,False,,,ROUND_005,,,,,,,,,,,,,,,,,,0.0584699347927001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265520113939161,0.3491677137910172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,boundary_probe,,,,0,0.0,0.0,0.0,0.0,0.3757197251849333,28.675358113073273,True,,0.9124543217795644,in_support,,,,,57.30696101641415,24.28745112122454,0.0,0.0,0.9613214834629756,,,,65.80756890884274,0.0,0.0,0.0,0.75,0,,0.0,0.0386785165370244,0.0309428132296195,0.0,0.7961677991075059,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,acetamide_M,1,acetamide_M=0,False,True,4,eligible:acetamide_M;prior_distinct_formulations=0;graduation_threshold=3,11.9125,1.0,True,True,0.0,0.0584699347927001,0.2910324853102615,round5_solubility_viscosity_v2,,
ROUND_006,v2_88865d95334d,retest_v2_88865d95334d,1,retest_priority,retest_priority: reason=single_batch_neighbor_anomaly_confirmation; feedback_batches=1; batch_range=0.0; latest_batch_n=4; latest_batch_sd=0.8; neighbor_residual=52.1; viability_std_tiebreak=1.0,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7450063998291049,0.0,0.0,0.0,10.0,0.0,0.0,2,retest,,,,1,0.7450063998291049,10.0,10.745006399829103,0.0,0.0,0.0,True,,0.0,in_support,,,,,1.4444992067671194,0.9988972145863833,0.0,0.0,0.144023622132537,0.0,52.14,2.607,1.7941132318723536,0.0,0.0,0.0,0.75,0,,0.0,0.855976377867463,0.6847811022939704,0.0,-0.0564654979915446,,round_candidate,0.3333333333333333,0.0,1.0,,0.0,0.06666666666666668,round6_empirical_combination_intact_v1,methylcellulose_pct,1,methylcellulose_pct=2,True,False,,ineligible:special_origin_exemption,,,False,False,10.745006399829103,0.0,0.0,round5_solubility_viscosity_v2,,0.3333333333333333
ROUND_006,v2_d9aaefea702e,retest_v2_d9aaefea702e,2,retest_priority,retest_priority: reason=single_batch_neighbor_anomaly_confirmation; feedback_batches=1; batch_range=0.0; latest_batch_n=4; latest_batch_sd=2.0; neighbor_residual=35.1; viability_std_tiebreak=1.0,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.0,0.2641206335188518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6775579279368773,0.0,0.0,0.0,0.0,2,retest,,,,1,1.6775579279368773,0.0,1.6775579279368773,0.0,0.0,16.393967722515132,True,,0.0,in_support,,,,,9.468709286190595,0.996690962070636,0.0,0.0,0.8317817793138509,0.0,35.06333333333333,1.7531666666666663,9.81755112291532,0.0,0.0,0.0,0.75,0,,0.0,0.1682182206861491,0.1345745765489193,0.0,0.1067406363870984,,round_candidate,0.5328956404600205,1.0,0.7530800557375674,0.0,0.19077240341319607,0.0,round6_empirical_combination_intact_v1,,0,,True,False,,ineligible:special_origin_exemption,,,False,False,1.6775579279368773,0.2641206335188518,0.0,round5_solubility_viscosity_v2,,0.5328956404600205
ROUND_006,v2_ea8a9ce5fcb2,rescue_000009,3,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.22763618705798,1.460856620438163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.987621104781921,0.0,3,rescue_dilution,0.75,v2_237544a25f30,69.21,0,0.0,6.987621104781921,6.987621104781921,0.0,0.22763618705798,123.03613078275922,True,,0.3394436219183781,in_support,,,,,65.12864501919591,11.04426839504023,0.0,0.0,0.5603522727247767,,,,68.99413895746,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.960856620438163,0.4396477272752233,0.5438895059078113,0.1921713240876326,0.626592807481697,,round_candidate,0.5,0.4400632386020652,0.4400632386020651,0.19597786648927717,0.1959778664892772,0.0,round6_empirical_combination_intact_v1,,0,,True,False,,ineligible:special_origin_exemption,,,False,False,6.987621104781921,1.460856620438163,0.056909046764495,round5_solubility_viscosity_v2,,0.5
ROUND_006,v2_13f1ff7a70b9,rescue_000026,4,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.1641824788322614,1.0269543830057204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.059735559345831,0.0,0.0,3,rescue_dilution,0.5,v2_fc5b4c04eee9,56.2875,0,0.0,4.059735559345831,4.059735559345831,0.0,0.1641824788322614,87.08323974395934,True,,0.1403572352476628,in_support,,,,,66.33954348174896,3.091048919113526,0.0,0.0,0.7110224842934793,,,,67.4214106034387,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.5269543830057204,0.2889775157065207,0.3365728891663607,0.105390876601144,0.6944499006387096,,round_candidate,0.6894903949445343,1.220512292434149,0.0,0.08103528755294975,0.3835708201901962,0.0,round6_empirical_combination_intact_v1,,0,,True,False,,ineligible:special_origin_exemption,,,False,False,4.059735559345831,1.0269543830057204,0.0410456197080653,round5_solubility_viscosity_v2,,0.6894903949445343
ROUND_006,v2_b7e07e99afa8,cand_000388,5,screening_candidate,,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.1,0.1395375828167471,0.207080676956793,0.0,0.0,0.0,0.0,0.0,0.0004260838621623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.1399636666789094,40.556484787286536,True,,0.0675415643911875,in_support,,,,,56.078633246607154,24.71787912821978,0.0,0.0,0.9882134758639176,,,,64.72989094148407,0.0,0.0,0.0,0.75,0,,0.0,0.0117865241360823,0.0094292193088659,0.0,0.7674559218910648,,round_candidate,0.731452941058677,1.7237421401755055,0.0,0.03899348803610204,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,,,False,True,0.0,0.3070806769567931,0.0354462966420369,round5_solubility_viscosity_v2,,0.731452941058677
ROUND_006,v2_4673547a29eb,cand_000599,6,screening_candidate,,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.0685407781099063,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0,0.0,0.0,0.3,0.3685407781099063,188.09675701610428,True,,0.2424692827053474,in_support,,,,,53.71104413417668,24.59404247216249,0.0,0.0,0.9785081413996578,,,,62.31895899943355,0.0,0.0,0.0,0.75,0,,0.0,0.0214918586003421,0.0171934868802737,0.0,0.7384471491509914,,round_candidate,0.5983057257826516,0.489455449541511,0.0,0.17869059266047113,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,,,False,True,0.0,0.0,0.7626249813173975,round5_solubility_viscosity_v2,,0.5983057257826516
ROUND_006,v2_fb629591d74c,cand_000452,7,screening_candidate,,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.1304323581246499,0.8836577124776623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.1304323581246499,73.39089824448874,True,,0.0906297534211885,in_support,,,,,66.59621942113174,5.566915856512772,0.0,0.0,0.8998345731825302,,,,68.5446399709112,0.0,0.0,0.0,0.75,0,ethylene_glycol_M,0.3836577124776623,0.1001654268174697,0.1568638839495083,0.0767315424955324,0.7366241353052527,,round_candidate,0.6052562317267054,0.5332888835059855,0.0,0.16334889077290507,,0.0,round6_empirical_combination_intact_v1,,0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,,,False,True,0.0,0.8836577124776623,0.0326080895311624,round5_solubility_viscosity_v2,,0.6052562317267054
ROUND_006,v2_b0c3376ad599,cand_001218,8,cold_start_graduation,cold_start_graduation: ingredient=propylene_glycol_M; prior_distinct_formulations=2; graduation_threshold=3,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.4665420783684165,0.0,0.0,0.2887095003508567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,sparse_exploration,,,,0,0.0,0.0,0.0,0.2887095003508567,0.2887095003508567,207.13987179664065,True,,0.2904619475779149,in_support,,,,,54.51751704270245,24.68740406206245,0.0,0.0,0.000271198297703,,,,63.15810846442431,0.0,0.0,0.0,0.75,0,,0.0,0.9997288017022968,0.7997830413618376,0.0,0.7485439485256629,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,propylene_glycol_M,1,propylene_glycol_M=2,False,True,1,eligible:propylene_glycol_M;prior_distinct_formulations=2;graduation_threshold=3,,,False,True,0.0,0.4665420783684165,0.7174332795359493,round5_solubility_viscosity_v2,,0.5
ROUND_006,v2_0edd7362eda9,cand_000842,9,cold_start_graduation,cold_start_graduation: ingredient=taurine_M; prior_distinct_formulations=0; graduation_threshold=3,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284550053666188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.638596543336048,0.0,0.0,2,sparse_exploration,,,,0,0.0,2.638596543336048,2.638596543336048,0.0,0.0284550053666188,3.561143921632353,True,,0.2699271503697,in_support,,,,,56.298833180708186,24.71832313295539,0.0,0.0,0.999999999993527,,,,64.95024627724257,0.0,0.0,0.0,0.75,0,,0.0,6.473044322774513e-12,5.178435458219611e-12,0.0,0.7701072774708677,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,taurine_M,1,taurine_M=0,False,True,4,eligible:taurine_M;prior_distinct_formulations=0;graduation_threshold=3,,,False,True,2.638596543336048,0.0,0.0375252282986969,round5_solubility_viscosity_v2,,0.5
ROUND_006,v2_9d3ceb7016d5,cand_000858,10,screening_candidate,,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691519551088567,0.0,0.0,0.0,0.088665134203437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,sparse_exploration,,,,0,0.0,0.0,0.0,0.0,0.1578170893122937,18.862384082715117,True,,0.2035527822025735,in_support,,,,,56.298833180708186,24.71832313295539,0.0,0.0,1.0,,,,64.95024627724257,0.0,0.0,0.0,0.75,0,,0.0,0.0,0.0,0.0,0.7701072774708677,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,taurine_M,1,taurine_M=0,False,True,4,eligible:taurine_M;prior_distinct_formulations=0;graduation_threshold=3,,,False,True,0.0,0.0,0.0974963177676778,round5_solubility_viscosity_v2,,0.5
ROUND_006,v2_e579d58c9088,cand_001700,11,cold_start_graduation,cold_start_graduation: ingredient=myo_inositol_M; prior_distinct_formulations=1; graduation_threshold=3,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4469746569712823,0.0,0.0,0.0,0.0,0.0217097246887252,0.0,0.0,0.0,0.0,0.0,0.0,7.941066066121505,0.0,0.0,3,boundary_probe,,,,0,0.0,7.941066066121505,7.941066066121505,0.0,0.4686843816600076,83.37375039837877,True,,1.1684254394818312,in_support,,,,,56.29883318067364,24.71832313295539,0.0,0.0,0.0007375093235613,,,,64.95024627720802,0.0,0.0,0.0,0.75,0,,0.0,0.9992624906764388,0.799409992541151,0.0,0.770107277470452,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,myo_inositol_M,1,myo_inositol_M=1,False,True,3,eligible:myo_inositol_M;prior_distinct_formulations=1;graduation_threshold=3,,,False,True,7.941066066121505,0.0,0.7771612971450578,round5_solubility_viscosity_v2,,0.5
ROUND_006,v2_445849cbfa02,cand_001749,12,cold_start_graduation,cold_start_graduation: ingredient=methylcellulose_pct; prior_distinct_formulations=2; graduation_threshold=3,False,,,ROUND_006,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1902297513428384,0.0,0.0,0.0,0.0,0.0,0.0,0.0237885879605487,0.0,0.0,0.6134887395638512,0.0,0.0,0.0,0.0,0.0,0.0,3,boundary_probe,,,,1,0.6134887395638512,0.0,0.6134887395638512,0.1902297513428384,0.2140183393033872,116.21288701009765,True,,0.4887143575877884,in_support,,,,,56.29510059337852,24.71832306905,0.0,0.0,0.9210541490292116,,,,64.94651366754601,0.0,0.0,0.0,0.75,0,,0.0,0.0789458509707884,0.0631566807766307,0.0,0.7700623660303885,,round_candidate,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,methylcellulose_pct,1,methylcellulose_pct=2,False,True,2,eligible:methylcellulose_pct;prior_distinct_formulations=2;graduation_threshold=3,,,False,True,0.6134887395638512,0.0,0.7072465268892338,round5_solubility_viscosity_v2,,0.5
